Pair,High,Low,Last Price,Volume,Timestamp
ADAUSD,1.009059,0.963585,0.970284,9955038.04694201,1737763215.7743096
DOTUSD,6.53920,6.20580,6.31720,330278.48468162,1737763215.7743096
XETHZUSD,3427.00000,3276.45000,3306.97000,22316.41731911,1737763215.7743096
LINKUSD,26.414870,24.876450,25.176900,265362.58346084,1737763215.7743096
XLTCZUSD,123.00000,112.84000,118.67000,48393.99368152,1737763215.7743096
MATICUSD,0.449700,0.427700,0.433200,458239.22205863,1737763215.7743096
SOLUSD,269.69000,247.50000,253.31000,357746.77914777,1737763215.7743096
XXBTZUSD,107080.60000,102800.00000,104810.50000,1796.14146266,1737763215.7743096
XDGUSD,0.364353300,0.342872000,0.350477100,39071223.10184655,1737763215.7743096
XXRPZUSD,3.20722000,3.05499000,3.10001000,24536153.08946562,1737763215.7743096
ADAUSD,1.009059,0.963585,0.969495,9955129.53371919,1737763276.282734
DOTUSD,6.53920,6.20580,6.31720,330278.48468162,1737763276.282734
XETHZUSD,3427.00000,3276.45000,3304.23000,22335.18693822,1737763276.282734
LINKUSD,26.414870,24.876450,25.164520,265377.07640906,1737763276.282734
XLTCZUSD,123.00000,112.84000,118.78000,48367.40154301,1737763276.282734
MATICUSD,0.449700,0.427700,0.431900,458174.00864663,1737763276.282734
SOLUSD,269.69000,247.50000,252.90000,357785.35997307,1737763276.282734
XXBTZUSD,107080.60000,102800.00000,104684.40000,1796.75275136,1737763276.282734
XDGUSD,0.364353300,0.342872000,0.350081200,39071401.23464291,1737763276.282734
XXRPZUSD,3.20722000,3.05499000,3.09902000,24499201.51285247,1737763276.282734
ADAUSD,1.009059,0.963585,0.969103,9965305.64883938,1737763336.603124
DOTUSD,6.53920,6.20580,6.29770,330237.14662569,1737763336.603124
XETHZUSD,3427.00000,3276.45000,3306.90000,22293.73171310,1737763336.603124
LINKUSD,26.414870,24.876450,25.122960,265361.86323339,1737763336.603124
XLTCZUSD,123.00000,112.84000,118.85000,48351.69007186,1737763336.603124
MATICUSD,0.449700,0.427700,0.431900,451221.88242525,1737763336.603124
SOLUSD,269.69000,247.50000,253.23000,358054.11932155,1737763336.603124
XXBTZUSD,107080.60000,102800.00000,104683.90000,1796.90211376,1737763336.603124
XDGUSD,0.364353300,0.342872000,0.350010200,39074263.89737157,1737763336.603124
XXRPZUSD,3.20722000,3.05499000,3.10314000,24505739.63966555,1737763336.603124
ADAUSD,1.009059,0.963585,0.970229,9963094.30373631,1737763396.9138703
DOTUSD,6.53920,6.20580,6.29800,330369.73408126,1737763396.9138703
XETHZUSD,3427.00000,3276.45000,3309.98000,22277.30270273,1737763396.9138703
LINKUSD,26.414870,24.876450,25.153060,263580.64412932,1737763396.9138703
XLTCZUSD,123.00000,112.84000,119.09000,48357.71598409,1737763396.9138703
MATICUSD,0.449700,0.427700,0.431900,451221.88242525,1737763396.9138703
SOLUSD,269.69000,247.50000,253.64000,358293.10404877,1737763396.9138703
XXBTZUSD,107080.60000,102800.00000,104753.80000,1796.97123602,1737763396.9138703
XDGUSD,0.364353300,0.342872000,0.350503100,39061087.23507533,1737763396.9138703
XXRPZUSD,3.20722000,3.05499000,3.10885000,24505179.10709527,1737763396.9138703
ADAUSD,1.009059,0.963585,0.971467,9963863.84364362,1737763457.5297048
DOTUSD,6.53920,6.20580,6.31110,330285.73981250,1737763457.5297048
XETHZUSD,3427.00000,3276.45000,3310.99000,22304.40230137,1737763457.5297048
LINKUSD,26.414870,24.876450,25.150160,263558.91264960,1737763457.5297048
XLTCZUSD,123.00000,112.84000,119.11000,48388.54185081,1737763457.5297048
MATICUSD,0.449700,0.427700,0.431900,451221.88242525,1737763457.5297048
SOLUSD,269.69000,247.50000,253.50000,358291.64335669,1737763457.5297048
XXBTZUSD,107080.60000,102800.00000,104737.90000,1797.17359057,1737763457.5297048
XDGUSD,0.364353300,0.342872000,0.350908400,39061877.45140440,1737763457.5297048
XXRPZUSD,3.20722000,3.05499000,3.10740000,24468326.83799607,1737763457.5297048
ADAUSD,1.009059,0.963585,0.971440,9963983.17704541,1737763518.1585767
DOTUSD,6.53920,6.20580,6.31140,330208.35637114,1737763518.1585767
XETHZUSD,3427.00000,3276.45000,3311.15000,22274.27801652,1737763518.1585767
LINKUSD,26.414870,24.876450,25.133760,263026.12851361,1737763518.1585767
XLTCZUSD,123.00000,112.84000,119.11000,48388.18586054,1737763518.1585767
MATICUSD,0.449700,0.427700,0.431900,451221.88242525,1737763518.1585767
SOLUSD,269.69000,247.50000,253.26000,358311.88802912,1737763518.1585767
XXBTZUSD,107080.60000,102800.00000,104737.90000,1800.38541874,1737763518.1585767
