Pair,High,Low,Last Price,Volume,Timestamp
ADAUSD,0.982807,0.935033,0.947928,7555823.59426811,1738387098.1455088
DOTUSD,6.49580,6.08350,6.38150,493487.82885159,1738387098.1455112
XETHZUSD,3438.00000,3234.21000,3298.11000,24322.98563421,1738387098.1455123
LINKUSD,26.388160,24.384040,25.650840,296668.21361668,1738387098.1455135
XLTCZUSD,135.20000,124.01000,129.64000,72344.18375377,1738387098.1455145
MATICUSD,0.423100,0.402000,0.409100,736403.96219102,1738387098.1455154
SOLUSD,241.69000,225.00000,232.16000,200028.86849730,1738387098.1455166
XXBTZUSD,106000.00000,101500.00000,102382.40000,1761.26087104,1738387098.1455193
XDGUSD,0.341696800,0.323434500,0.328986600,41159359.95218478,1738387098.1455207
XXRPZUSD,3.11619000,3.00151000,3.04693000,18540080.92310361,1738387098.1455214
ADAUSD,0.982807,0.935033,0.947928,7553573.59426811,1738387128.3000305
DOTUSD,6.49580,6.08350,6.38150,493453.46450661,1738387128.3000321
XETHZUSD,3438.00000,3234.21000,3298.41000,24323.04829012,1738387128.3000333
LINKUSD,26.388160,24.388420,25.605250,296684.90360480,1738387128.300034
XLTCZUSD,135.20000,124.01000,129.61000,72071.01862078,1738387128.3000348
MATICUSD,0.423100,0.402000,0.409100,736403.96219102,1738387128.300036
SOLUSD,241.69000,225.00000,232.12000,199029.82737448,1738387128.3000371
XXBTZUSD,106000.00000,101500.00000,102392.00000,1761.27276532,1738387128.3000379
XDGUSD,0.341696800,0.323434500,0.328986600,41159228.80218478,1738387128.3000388
XXRPZUSD,3.11619000,3.00151000,3.04605000,18389515.97714038,1738387128.3000395
ADAUSD,0.982807,0.935033,0.947928,7553573.59426811,1738387158.4392676
DOTUSD,6.49580,6.08350,6.38150,493453.46450661,1738387158.4392695
XETHZUSD,3438.00000,3234.21000,3298.41000,24321.49829012,1738387158.4392705
LINKUSD,26.388160,24.394040,25.605250,296682.46910548,1738387158.4392712
XLTCZUSD,135.20000,124.01000,129.73000,71994.69486707,1738387158.4392722
