Pair,High,Low,Last Price,Volume,Timestamp
ADAUSD,0.752469,0.691002,0.708675,9964299.85105221,1738973498.6978905
DOTUSD,4.94050,4.45850,4.57970,428386.63249026,1738973498.6978943
XETHZUSD,2797.73000,2562.36000,2629.34000,21161.01445796,1738973498.6978962
LINKUSD,19.850000,17.803210,18.370000,217243.97081500,1738973498.6978977
XLTCZUSD,108.03000,100.66000,103.27000,48894.81716465,1738973498.6978993
MATICUSD,0.319600,0.289800,0.298800,1230302.67755296,1738973498.6979008
SOLUSD,203.47000,188.17000,192.49000,200693.90282493,1738973498.6979024
XXBTZUSD,100181.70000,95634.10000,96543.60000,1923.80176261,1738973498.6979063
XDGUSD,0.261761000,0.238870100,0.247812200,38902210.34753780,1738973498.6979077
XXRPZUSD,2.53994000,2.26800000,2.39307000,58722182.12773172,1738973498.6979089
ADAUSD,0.752469,0.691002,0.709404,9957848.93767280,1738973558.9710948
DOTUSD,4.94050,4.45850,4.58470,428397.51946872,1738973558.9710987
XETHZUSD,2797.73000,2562.36000,2631.17000,21161.50466134,1738973558.9710999
LINKUSD,19.850000,17.803210,18.371450,216842.60862027,1738973558.971101
XLTCZUSD,108.03000,100.66000,103.02000,48899.10358196,1738973558.9711022
MATICUSD,0.319600,0.289800,0.298800,1230302.67755296,1738973558.9711037
SOLUSD,203.47000,188.17000,192.61000,201012.66180632,1738973558.971105
XXBTZUSD,100181.70000,95634.10000,96550.00000,1924.59629329,1738973558.9711065
XDGUSD,0.261761000,0.238870100,0.248006200,38903673.69586607,1738973558.9711072
XXRPZUSD,2.53994000,2.26800000,2.39291000,58724288.01633755,1738973558.9711087
ADAUSD,0.752469,0.691002,0.709208,9933744.82336998,1738973619.1157699
DOTUSD,4.94050,4.45850,4.58470,428395.69800466,1738973619.1157725
XETHZUSD,2797.73000,2562.36000,2633.60000,21158.75177153,1738973619.1157732
LINKUSD,19.850000,17.803210,18.382760,216845.65362027,1738973619.1157742
XLTCZUSD,108.03000,100.66000,102.96000,48938.95887565,1738973619.1157753
MATICUSD,0.319600,0.289800,0.298800,1229868.45529372,1738973619.115776
SOLUSD,203.47000,188.17000,192.51000,201042.73998584,1738973619.115777
XXBTZUSD,100181.70000,95634.10000,96502.20000,1924.57252375,1738973619.1157777
XDGUSD,0.261761000,0.238870100,0.247624200,38903273.77916100,1738973619.1157782
XXRPZUSD,2.53994000,2.26800000,2.38733000,58701314.39277753,1738973619.1157794
ADAUSD,0.752469,0.691002,0.709208,9907627.40011352,1738973679.3001285
