Pair,High,Low,Last Price,Volume,Timestamp
ADAUSD,0.824670,0.673742,0.758022,27270581.92601871,1738677242.9787219
DOTUSD,5.27660,4.49350,4.82830,1092221.63024252,1738677242.9787264
XETHZUSD,2923.00000,2533.39000,2812.40000,56970.67414607,1738677242.9787288
LINKUSD,22.040190,18.160660,20.477330,701695.07998534,1738677242.978731
XLTCZUSD,109.00000,92.78000,102.97000,93852.09540014,1738677242.9787333
MATICUSD,0.345800,0.298800,0.320300,3349038.32767814,1738677242.9787357
SOLUSD,220.00000,190.01000,211.05000,494845.07062192,1738677242.9787376
XXBTZUSD,102500.00000,94227.00000,99415.00000,3966.62367343,1738677242.9787421
XDGUSD,0.293318200,0.240782600,0.270853400,196667301.11004095,1738677242.9787438
XXRPZUSD,2.79160000,2.21000000,2.61831000,100517274.38405165,1738677242.9787455
ADAUSD,0.824670,0.673742,0.758000,27327691.86496797,1738677303.3320942
DOTUSD,5.27660,4.49350,4.82260,1091673.67724252,1738677303.3321085
XETHZUSD,2923.00000,2533.39000,2809.75000,57009.03652273,1738677303.33211
LINKUSD,22.040190,18.160660,20.402480,700030.52387330,1738677303.3321106
XLTCZUSD,109.00000,92.78000,102.82000,93857.48981802,1738677303.3321118
MATICUSD,0.345800,0.298800,0.320300,3349038.32767814,1738677303.3321133
SOLUSD,220.00000,190.01000,210.61000,495482.28746417,1738677303.3321142
XXBTZUSD,102500.00000,94227.00000,99335.40000,3968.17421743,1738677303.332115
XDGUSD,0.293318200,0.240782600,0.270046500,196676277.38629804,1738677303.3321154
XXRPZUSD,2.79160000,2.21000000,2.60937000,100895194.88459906,1738677303.3321168
ADAUSD,0.824670,0.673742,0.758308,27298967.44687752,1738677363.8464358
DOTUSD,5.27660,4.49350,4.82370,1091122.25239613,1738677363.8464406
XETHZUSD,2923.00000,2533.39000,2812.81000,57015.64370130,1738677363.846442
LINKUSD,22.040190,18.160660,20.452840,700119.15827666,1738677363.8464444
XLTCZUSD,109.00000,92.78000,103.08000,93702.03519126,1738677363.846446
MATICUSD,0.345800,0.298800,0.322300,3340540.66292665,1738677363.8464482
SOLUSD,220.00000,190.01000,210.88000,496157.34122999,1738677363.8464503
