Timestamp,Open,High,Low,Close,VWAP,Volume,Count,Crypto,Volatility,Price_Change,RSI,MA_7,MA_14,Close_Lag_1,Close_Lag_2,Close_Lag_3,Rolling_Std_7,Rolling_Std_14,EMA_7,EMA_14,MACD,Day_of_Week,Month,Week_of_Year
2023-08-03 00:00:00,22194.8,22267.9,21600.0,21699.1,21970.0,2475.22437,28049,Bitcoin,667.9,-497.8,23.28068796,22414.77143,22930.99286,22196.9,22409.4,22426.9,528.172436218473,676.084521871552,22379.1571901291,22789.0683002395,-409.9111101,2,3,10
2023-09-03 00:00:00,21696.5,21819.0,20042.3,20363.6,21055.3,5826.279918,45307,Bitcoin,1776.7,-1335.5,17.6618354,21971.5,22675.36429,21699.1,22196.9,22409.4,752.721845482563,902.811497155195,21875.2678925968,22465.6725268743,-590.4046343,3,3,10
2023-10-03 00:00:00,20363.7,20364.0,19549.9,20224.7,19979.6,8017.548035,51367,Bitcoin,814.1,-138.9,19.84889412,21667.01429,22463.28571,20363.6,21699.1,22196.9,970.734540487382,1099.06215814781,21462.6259194476,22166.8761899577,-704.2502705,4,3,10
2023-11-03 00:00:00,20224.7,20879.0,19888.0,20616.4,20391.4,9219.865369,78209,Bitcoin,991.0,391.7,25.8843994,21419.57143,22281.07857,20224.7,20363.6,21699.1,988.66282711261,1181.71152550252,21251.0694395857,21960.1460312967,-709.0765917,5,3,10
2023-12-03 00:00:00,20619.7,22299.9,20440.3,22157.5,21235.1,7395.001226,60425,Bitcoin,1859.6,1541.1,39.06386022,21381.08571,22180.57857,20616.4,20224.7,20363.6,947.293054671354,1122.51247324135,21477.6770796893,21986.4598937904,-508.7828141,6,3,10
13/03/2023,22165.1,24599.0,21867.8,24208.3,23338.4,13456.22909,102910,Bitcoin,2731.2,2050.8,54.24258632,21638.07143,22231.57143,22157.5,20616.4,20224.7,1405.79772930329,1200.30665724579,22160.3328097669,22282.705241285,-122.3724315,0,3,11
14/03/2023,24214.2,26526.0,24051.0,24753.4,25190.4,12908.38729,101638,Bitcoin,2475.0,545.1,59.42261614,22003.28571,22347.3,24208.3,22157.5,20616.4,1840.15017270201,1361.24238388771,22808.5996073252,22612.1312091137,196.468398211494,1,3,11
15/03/2023,24753.4,25300.0,23913.3,24372.6,24651.9,7630.694366,66294,Bitcoin,1386.7,-380.8,54.35144222,22385.21429,22399.99286,24753.4,24208.3,22157.5,2033.75478481598,1427.58013568107,23199.5997054939,22846.8603812319,352.739324262016,2,3,11
16/03/2023,24374.8,25213.0,24210.8,25053.7,24823.1,6041.060209,51392,Bitcoin,1002.2,681.1,58.82837182,23055.22857,22513.36429,24372.6,24753.4,24208.3,2029.30237743112,1574.278505,23663.1247791204,23141.1056637343,522.019115386123,3,3,11
17/03/2023,25053.7,27839.2,24947.7,27447.7,26527.2,11265.19167,86931,Bitcoin,2891.5,2394.0,74.78194845,24087.08571,22877.05,25053.7,24372.6,24753.4,2180.87207131197,2051.07441366338,24609.2685843403,23715.318241903,893.9503424,4,3,11
18/03/2023,27451.7,27795.0,26606.0,26964.6,27323.7,7452.655705,62017,Bitcoin,1189.0,-483.1,71.47362839,24993.97143,23206.77143,27447.7,25053.7,24372.6,1780.19452093892,2313.77902788708,25198.1014382552,24148.5558096493,1049.54562860591,5,3,11
19/03/2023,26967.3,28450.0,26890.1,28049.9,27761.0,7280.96204,65337,Bitcoin,1559.9,1085.3,73.917075,25835.74286,23608.41429,26964.6,27447.7,25053.7,1599.35562530366,2633.88731721389,25911.0510786914,24668.7350350294,1242.316043662,6,3,11
20/03/2023,28055.7,28590.6,27222.0,27773.0,27928.1,9062.721384,69224,Bitcoin,1368.6,-276.9,72.3211759,26344.98571,23991.52857,28049.9,26964.6,27447.7,1561.87534012649,2828.92991903531,26376.5383090185,25082.6370303588,1293.90127865973,0,3,12
21/03/2023,27770.0,28473.5,27341.0,28154.1,28003.1,6103.635688,55096,Bitcoin,1132.5,381.1,74.44842078,26830.8,24417.04286,27773.0,28049.9,26964.6,1512.41353692258,2982.10578430597,26820.9287317639,25492.1654263109,1328.76330545293,1,3,12
22/03/2023,28158.2,28879.9,26623.8,27300.0,27974.5,10242.57325,79570,Bitcoin,2256.1,-854.1,72.33302763,27249.0,24817.10714,28154.1,27773.0,28049.9,1054.95110155242,2965.07779466349,26940.6965488229,25733.2100361361,1207.48651268675,2,3,12
23/03/2023,27300.1,28798.9,27172.6,28321.4,28029.5,7731.155023,63211,Bitcoin,1626.3,1021.4,82.54617436,27715.81429,25385.52143,27300.0,28154.1,27773.0,497.128686990184,2804.04841425847,27285.8724116172,26078.302031318,1207.57038029917,3,3,12
24/03/2023,28321.3,28399.7,27007.7,27491.0,27887.3,6589.156827,58245,Bitcoin,1392.0,-830.4,78.1271048,27722.0,25904.54286,28321.4,27300.0,28154.1,493.492644322094,2421.73705004494,27337.1543087129,26266.6617604756,1070.49254823727,4,3,12
25/03/2023,27491.1,27829.7,27163.9,27490.5,27501.1,2779.623121,30314,Bitcoin,665.8,-0.5,77.43998339,27797.12857,26395.55,27491.0,28321.4,27300.0,387.6504685,1909.85515751647,27375.4907315346,26429.8401924122,945.6505391,5,3,12
26/03/2023,27489.9,28240.4,27438.1,28000.0,27818.9,2964.881617,30180,Bitcoin,802.3,509.5,75.41521302,27790.0,26812.87143,27490.5,27491.0,28321.4,382.65411274415,1508.77176100732,27531.618048651,26639.1948334239,892.423215227085,6,3,12
27/03/2023,27998.3,28038.0,26491.9,27134.5,27249.6,5730.75642,46620,Bitcoin,1546.1,-865.5,64.19272854,27698.78571,27021.88571,28000.0,27490.5,27491.0,456.379949269521,1309.76022342148,27432.3385364882,26705.2355223007,727.103014187519,0,3,13
28/03/2023,27132.6,27521.4,26600.0,27267.6,27040.8,3939.13159,46045,Bitcoin,921.4,133.1,62.70208552,27572.14286,27201.47143,27134.5,28000.0,27490.5,431.284337211337,1135.57737359834,27391.1539023661,26780.2174526606,610.93644970555,1,3,13
29/03/2023,27267.5,28629.4,27258.4,28358.2,28163.6,5927.021481,55683,Bitcoin,1371.0,1090.6,68.78830162,27723.31429,27486.15714,27267.6,27134.5,28000.0,499.9819278,830.42304669576,27632.9154267746,26990.6151256392,642.300301135419,2,3,13
30/03/2023,28358.2,29190.0,27700.0,28034.0,28367.3,6090.409964,48787,Bitcoin,1490.0,-324.2,64.5384743,27682.25714,27699.03571,28358.2,27267.6,27134.5,452.200331184998,456.88525,27733.1865700809,27129.7331088873,603.453461193654,3,3,13
31/03/2023,28032.8,28648.2,27520.0,28466.8,28213.3,4748.60085,44367,Bitcoin,1128.2,432.8,56.14767449,27821.65714,27771.82857,28034.0,28358.2,27267.6,527.543444837,493.47923879413,27916.5899275607,27308.008694369,608.581233191718,4,3,13
2023-01-04 00:00:00,28468.2,28800.0,28220.0,28462.8,28492.3,2385.120528,28653,Bitcoin,580.0,-4.0,59.59228622,27960.55714,27878.84286,28466.8,28034.0,28358.2,553.196643329015,466.680389253975,28053.1424456705,27461.9808684531,591.1615772174,5,4,13
2023-02-04 00:00:00,28463.4,28530.0,27850.1,28185.0,28176.8,1983.628231,27004,Bitcoin,679.9,-277.8,50.96473814,27986.98571,27888.49286,28462.8,28466.8,28034.0,559.775063242893,471.857666714571,28086.1068342529,27558.383419326,527.723414926847,6,4,13
