Timestamp,Open,High,Low,Close,VWAP,Volume,Count,Crypto,Volatility,Price_Change,RSI,MA_7,MA_14,Close_Lag_1,Close_Lag_2,Close_Lag_3,Rolling_Std_7,Rolling_Std_14,EMA_7,EMA_14,MACD,Day_of_Week,Month,Week_of_Year
2023-08-03 00:00:00,1.1502,1.1576,1.0402,1.0511,1.0907,14300000.0,10405,Polygon,0.1174,-0.0987,21.17535545,1.141657143,1.201207143,1.1498,1.1318,1.1349,0.052642311,0.078942125,1.13853808624893,1.18894405533208,-0.050405969,2,3,10
2023-09-03 00:00:00,1.0512,1.0935,0.9736,1.0165,1.0392,13100000.0,11501,Polygon,0.1199,-0.0346,19.87190891,1.111585714,1.177014286,1.0511,1.1498,1.1318,0.0557944868414863,0.080011046,1.1080285646867,1.16595151462113,-0.05792295,3,3,10
2023-10-03 00:00:00,1.0171,1.0693,0.9431,1.0618,1.0066,22400000.0,13489,Polygon,0.1262,0.0453,30.38513644,1.096271429,1.162535714,1.0165,1.0511,1.1498,0.0519914645009391,0.081291854,1.09647142351502,1.15206464600498,-0.055593222,4,3,10
2023-11-03 00:00:00,1.0613,1.0961,0.9924,1.0633,1.0392,11400000.0,10000,Polygon,0.1037,0.0015,31.58628936,1.087028571,1.149335714,1.0618,1.0165,1.0511,0.051155114,0.081333063,1.08817856763626,1.14022935987098,-0.052050792,5,3,10
2023-12-03 00:00:00,1.0645,1.1609,1.0476,1.1556,1.1042,11600000.0,11355,Polygon,0.1133,0.0923,38.93632159,1.089985714,1.14045,1.0633,1.0618,1.0165,0.054848623,0.072247744,1.1050339257272,1.14227877855485,-0.037244853,6,3,10
13/03/2023,1.1585,1.2056,1.0961,1.1968,1.1601,13600000.0,14361,Polygon,0.1095,0.0412,46.62961635,1.099271429,1.137764286,1.1556,1.0633,1.0618,0.067215467,0.069117688,1.1279754442954,1.14954827474754,-0.02157283,0,3,11
14/03/2023,1.1969,1.2487,1.1464,1.2031,1.2019,14300000.0,14308,Polygon,0.1023,0.0063,50.85910653,1.106885714,1.138407143,1.1968,1.1556,1.0633,0.076298655,0.069721186,1.14675658322155,1.1566885047812,-0.009931922,1,3,11
15/03/2023,1.1995,1.2324,1.0781,1.1155,1.1537,13300000.0,12032,Polygon,0.1543,-0.0876,38.00539084,1.116085714,1.128871429,1.2031,1.1968,1.1556,0.072224867,0.062150257,1.13894243741616,1.1511967041437,-0.012254267,2,3,11
16/03/2023,1.1166,1.1599,1.1022,1.1507,1.1381,4973028.296,4397,Polygon,0.0577,0.0352,43.30349307,1.135257143,1.123421429,1.1155,1.2031,1.1968,0.0577445771521119,0.055916107,1.14188182806212,1.15113047692454,-0.009248649,3,3,11
17/03/2023,1.1505,1.2306,1.1382,1.2256,1.1949,7959605.658,7265,Polygon,0.0924,0.0749,54.82441186,1.158657143,1.127464286,1.1507,1.1155,1.2031,0.056183594,0.061256191,1.16281137104659,1.16105974666794,0.001751624,4,3,11
18/03/2023,1.226,1.2528,1.1658,1.1726,1.2108,4853490.973,8861,Polygon,0.087,-0.053,53.72535917,1.174271429,1.13065,1.2256,1.1507,1.1155,0.037270082,0.062434603,1.16525852828494,1.16259844711221,0.002660081,5,3,11
19/03/2023,1.1731,1.2229,1.1594,1.1692,1.1951,5736803.561,8262,Polygon,0.0635,-0.0034,52.88186859,1.176214286,1.1331,1.1726,1.2256,1.1507,0.036480654,0.063281447,1.1662438962137,1.16347865416392,0.002765242,6,3,11
20/03/2023,1.1698,1.1751,1.1008,1.1045,1.14,9177886.448,15523,Polygon,0.0743,-0.0647,47.92142531,1.163028571,1.13115,1.1692,1.1726,1.2256,0.043755294,0.063743522,1.15080792216028,1.15561483360873,-0.004806911,0,3,12
21/03/2023,1.1041,1.1689,1.0822,1.1547,1.1446,11500000.0,15253,Polygon,0.0867,0.0502,50.35563943,1.156114286,1.1315,1.1045,1.1692,1.1726,0.040033629,0.063867134,1.15178094162021,1.15549285579423,-0.003711914,1,3,12
22/03/2023,1.1544,1.1616,1.0872,1.1093,1.131,8076267.159,11670,Polygon,0.0744,-0.0454,54.57835116,1.155228571,1.135657143,1.1547,1.1045,1.1692,0.041135375,0.0600088931138312,1.14116070621515,1.149333808355,-0.008173102,2,3,12
23/03/2023,1.1091,1.1586,1.1019,1.1377,1.1302,5376886.214,5854,Polygon,0.0567,0.0284,59.62821735,1.153371429,1.144314286,1.1093,1.1547,1.1045,0.0416639618169676,0.049279717,1.14029552966136,1.14778263390766,-0.007487104,3,3,12
24/03/2023,1.1375,1.148,1.0654,1.0973,1.1071,5147289.015,5526,Polygon,0.0826,-0.0404,52.84227382,1.135042857,1.14685,1.1377,1.1093,1.1547,0.031598516,0.045473657,1.12954664724602,1.14105161605331,-0.011504969,4,3,12
25/03/2023,1.0982,1.1127,1.0624,1.0788,1.09,3023455.645,3339,Polygon,0.0503,-0.0185,51.208106,1.121642857,1.147957143,1.0973,1.1377,1.1093,0.032880078,0.0434255634441227,1.11685998543451,1.13275140057953,-0.015891415,5,3,12
26/03/2023,1.0783,1.1204,1.0737,1.105,1.0972,2809135.201,3016,Polygon,0.0467,0.0262,45.60305874,1.112471429,1.144342857,1.0788,1.0973,1.1377,0.0255378617145682,0.044823718,1.11389498907588,1.12905121383559,-0.015156225,6,3,12
27/03/2023,1.1049,1.1086,1.0253,1.0461,1.0539,5209939.012,6580,Polygon,0.0833,-0.0589,37.29556567,1.104128571,1.133578571,1.105,1.0788,1.0973,0.0359803054594094,0.049144124,1.09694624180691,1.11799105199085,-0.02104481,0,3,13
28/03/2023,1.045,1.1085,1.0338,1.0857,1.0705,7020764.255,6053,Polygon,0.0747,0.0396,40.62899106,1.094271429,1.125192857,1.0461,1.105,1.0788,0.0284882849773798,0.046302957,1.09413468135518,1.11368557839207,-0.019550897,1,3,13
29/03/2023,1.0882,1.1484,1.0853,1.1231,1.1269,3617976.703,4954,Polygon,0.0631,0.0374,50.65949323,1.096242857,1.125735714,1.0857,1.0461,1.105,0.030131703,0.046225062,1.10137601101639,1.11494083460646,-0.013564824,2,3,13
30/03/2023,1.1227,1.1422,1.0808,1.0918,1.1073,3872541.566,4126,Polygon,0.0614,-0.0313,44.8540975,1.089685714,1.121528571,1.1231,1.0857,1.0461,0.023970775858076,0.046457962,1.09898200826229,1.11185538999226,-0.012873382,3,3,13
31/03/2023,1.0928,1.1237,1.0747,1.1199,1.1063,3461021.157,3550,Polygon,0.049,0.0281,39.94291151,1.092914286,1.113978571,1.0918,1.1231,1.0857,0.0265504192416011,0.035552998,1.104211506,1.11292800465996,-0.008716498,4,3,13
2023-01-04 00:00:00,1.1199,1.127,1.097,1.1118,1.1097,1451541.177,2184,Polygon,0.03,-0.0081,43.67457345,1.097628571,1.109635714,1.1199,1.0918,1.1231,0.0265563372402722,0.031300568,1.10610863,1.11277760403863,-0.006668974,5,4,13
2023-02-04 00:00:00,1.1119,1.1216,1.0809,1.0966,1.0996,1170527.686,2101,Polygon,0.0407,-0.0152,42.62794476,1.096428571,1.10445,1.1118,1.1199,1.0918,0.026356765,0.0262853790888804,1.10373147223565,1.11062059016681,-0.006889118,6,4,13
2023-03-04 00:00:00,1.0961,1.1186,1.0713,1.0996,1.0974,2115761.458,3837,Polygon,0.0473,0.003,49.43115858,1.104071429,1.1041,1.0966,1.1118,1.1199,0.0143542925386707,0.0263172654646804,1.10269860417674,1.10915117814457,-0.006452574,0,4,14
