Timestamp,Open,High,Low,Close,VWAP,Volume,Count,Crypto,Volatility,Price_Change,RSI,MA_7,MA_14,Close_Lag_1,Close_Lag_2,Close_Lag_3,Rolling_Std_7,Rolling_Std_14,EMA_7,EMA_14,MACD,Day_of_Week,Month,Week_of_Year
2023-08-03 00:00:00,0.330542,0.332544,0.3137,0.317677,0.323078,8629619.484,3328,Cardano,0.018844,-0.012672,16.36166253,0.335014429,0.350062143,0.330349,0.330405,0.337121,0.0103777111454809,0.018302547,0.334585720454663,0.346379983916074,-0.011794263,2,3,10
2023-09-03 00:00:00,0.317491,0.321789,0.302002,0.310378,0.311518,11000000.0,4267,Cardano,0.019787,-0.007299,15.21356675,0.329292714,0.344892929,0.317677,0.330349,0.330405,0.0114479183073351,0.0185787771828473,0.328533790340997,0.34157971939393,-0.013045929,3,3,10
2023-10-03 00:00:00,0.309419,0.318868,0.297952,0.315781,0.308416,8025983.134,3818,Cardano,0.020916,0.005403,23.02486008,0.325453286,0.341340071,0.310378,0.317677,0.330349,0.0107012679110819,0.0190797726984698,0.325345592755747,0.338139890141406,-0.012794297,4,3,10
2023-11-03 00:00:00,0.315907,0.32551,0.3035,0.307455,0.312547,12000000.0,5344,Cardano,0.02201,-0.008326,21.83456419,0.321309429,0.337428214,0.315781,0.310378,0.317677,0.011325844,0.0200584502821075,0.32087294456681,0.334048571455885,-0.013175627,5,3,10
2023-12-03 00:00:00,0.30715,0.332887,0.303409,0.332354,0.316051,12600000.0,6487,Cardano,0.029478,0.024899,34.28625783,0.320628429,0.334832214,0.307455,0.315781,0.310378,0.0103148669704963,0.017940152,0.323743208425108,0.333822628595101,-0.01007942,6,3,10
13/03/2023,0.332415,0.354089,0.32841,0.345211,0.34146,25600000.0,9754,Cardano,0.025679,0.012857,42.17294223,0.322743571,0.333440071,0.332354,0.307455,0.315781,0.013636859045214,0.0161065673584233,0.329110156318831,0.335341078115754,-0.006230922,0,3,11
14/03/2023,0.34521,0.369,0.337689,0.344064,0.355676,25900000.0,11285,Cardano,0.031311,-0.001147,46.65381266,0.324702857,0.332902071,0.345211,0.332354,0.307455,0.0157354698841877,0.0155703306543828,0.332848617239123,0.336504134366987,-0.003655517,1,3,11
15/03/2023,0.344713,0.348044,0.316845,0.325429,0.331615,19400000.0,7817,Cardano,0.031199,-0.018635,35.77213206,0.325810286,0.330412357,0.344064,0.345211,0.332354,0.0154283824137448,0.0135046946116876,0.330993712929342,0.335027449784722,-0.004033737,2,3,11
16/03/2023,0.325119,0.329896,0.31856,0.325142,0.325197,7747987.385,3847,Cardano,0.011336,-0.000287,38.8030888,0.327919429,0.328606071,0.325429,0.344064,0.345211,0.0139006095892363,0.012254642,0.329530784697006,0.333709389813425,-0.004178605,3,3,11
17/03/2023,0.325347,0.370999,0.322155,0.350656,0.341775,13100000.0,5855,Cardano,0.048844,0.025514,53.06088088,0.332901571,0.329177429,0.325142,0.325429,0.344064,0.0150289702558881,0.0131163194046682,0.334812088522755,0.335968937838302,-0.001156849,4,3,11
18/03/2023,0.350268,0.358362,0.336227,0.338007,0.347726,8771009.543,4125,Cardano,0.022135,-0.012649,50.56337925,0.337266143,0.329287786,0.350656,0.325142,0.325429,0.010003422,0.0131886247616799,0.335610816392066,0.336240679459862,-0.000629863,5,3,11
19/03/2023,0.338061,0.353348,0.337978,0.345673,0.346994,5878019.24,3150,Cardano,0.01537,0.007666,52.96684845,0.339168857,0.329898643,0.338007,0.350656,0.325142,0.010178528,0.0137648092311637,0.338126362294049,0.337498322198547,0.00062804,6,3,11
20/03/2023,0.345873,0.346725,0.331174,0.332566,0.340934,8285590.058,3670,Cardano,0.015551,-0.013107,50.71785911,0.337362429,0.330053,0.345673,0.338007,0.350656,0.0100487353243598,0.01378302881194,0.336736271720537,0.33684067923874,-0.000104408,0,3,12
21/03/2023,0.332542,0.386,0.31,0.3707,0.356153,25600000.0,10741,Cardano,0.076,0.038134,60.69779156,0.341167571,0.332935214,0.332566,0.345673,0.338007,0.0161812201523567,0.017553052,0.345227204,0.341355255340242,0.003871948,1,3,12
22/03/2023,0.370245,0.387407,0.349378,0.360265,0.371846,28300000.0,12706,Cardano,0.038029,-0.010435,61.42639436,0.346144143,0.335977214,0.3707,0.332566,0.345673,0.0158883427857086,0.018376357373951,0.348986652842802,0.343876554628209,0.005110098,2,3,12
23/03/2023,0.360741,0.385509,0.3544,0.372153,0.371222,11800000.0,5124,Cardano,0.031109,0.011888,66.17595458,0.35286,0.340389714,0.360265,0.3707,0.332566,0.015461178,0.0191567665226779,0.354778239632101,0.347646747344448,0.007131492,3,3,12
