Timestamp,Open,High,Low,Close,VWAP,Volume,Count,Crypto,Volatility,Price_Change,RSI,MA_7,MA_14,Close_Lag_1,Close_Lag_2,Close_Lag_3,Rolling_Std_7,Rolling_Std_14,EMA_7,EMA_14,MACD,Day_of_Week,Month,Week_of_Year
2023-08-03 00:00:00,20.25,20.36,18.12,18.39,18.97,358107.5741,6793,Solana,2.24,-1.85,18.25487945,20.66,21.73642857,20.24,20.6,21.0,1.14664728665793,1.43701403634736,20.4522299712896,21.39284915,-0.940619181,2,3,10
2023-09-03 00:00:00,18.42,18.77,16.71,17.35,17.61,724287.3616,9372,Solana,2.06,-1.04,16.30769231,19.99714286,21.26714286,18.39,20.24,20.6,1.52754393592801,1.71497220686799,19.6766724784672,20.853802598901,-1.17713012,3,3,10
2023-10-03 00:00:00,17.35,18.38,16.0,18.27,17.24,555830.6311,9290,Solana,2.38,0.92,25.53407935,19.54857143,20.92357143,17.35,18.39,20.24,1.50436507727156,1.80338402899769,19.3250043588504,20.5092955857142,-1.184291227,4,3,10
2023-11-03 00:00:00,18.22,19.05,16.82,18.22,17.93,531031.8755,9551,Solana,2.23,-0.05,27.40174672,19.15285714,20.62785714,18.27,17.35,18.39,1.4241923358605,1.88720867775839,19.0487532691378,20.2040561742856,-1.155302905,5,3,10
2023-12-03 00:00:00,18.21,20.63,17.89,20.29,19.09,1224381.055,13807,Solana,2.74,2.07,35.49951503,19.05142857,20.41428571,18.22,18.27,17.35,1.2896437307958,1.72631093680989,19.3590649518533,20.2155153510475,-0.856450399,6,3,10
13/03/2023,20.37,21.71,18.91,20.49,20.37,811704.1092,12727,Solana,2.8,0.2,38.98989899,19.03571429,20.25857143,20.29,18.22,18.27,1.26812009345666,1.60096056331026,19.64179871389,20.2521133042412,-0.61031459,0,3,11
14/03/2023,20.5,22.17,19.85,20.94,21.18,783667.5104,15661,Solana,2.32,0.45,45.17819706,19.13571429,20.19285714,20.49,20.29,18.22,1.3996887409094,1.54818220241292,19.9663490354175,20.3438315303423,-0.377482495,1,3,11
15/03/2023,20.95,21.55,18.76,19.33,20.22,652108.5835,11200,Solana,2.79,-1.61,34.7950429,19.27,19.965,20.94,20.49,20.29,1.36077183980268,1.40770817561464,19.8072617765631,20.2086539929634,-0.401392216,2,3,11
16/03/2023,19.31,19.95,18.97,19.73,19.47,472470.4868,6600,Solana,0.98,0.4,39.09266409,19.61,19.80357143,19.33,20.94,20.49,1.06663020771024,1.28155918944228,19.7879463324223,20.1448334605682,-0.356887128,3,3,11
17/03/2023,19.72,21.72,19.46,21.65,20.49,451694.4491,8602,Solana,2.26,1.92,51.02564103,20.09285714,19.82071429,19.73,19.33,20.94,1.12250782158691,1.30607140979064,20.2534597493167,20.3455223324925,-0.092062583,4,3,11
